"","OBJECTID","CommonGenus","CommonName","BotanicalGenus","Botanical","OnStreet","Location","ConditionTreeHealth","DBH","Height","LandmarkTree","Place"
"4920",8904,"elm","elm, American","Ulmus","Ulmus americana","WELLS ST","1410 WELLS ST","Neutral","GT35","GT70","Yes","Street"
"4921",56853,"maple","maple, Norway","Acer","Acer platanoides","TAPPAN ST","1036 OAKLAND AVE","Good","11 - 15","31-50","No","Street"
"4922",6983,"maple","maple, silver","Acer","Acer saccharinum","DEWEY AVE","934 DEWEY AVE","Neutral","31 - 35","51-70","No","Street"
"4923",7822,"maple","maple, sugar","Acer","Acer saccharum","MORTON AVE","1612 MORTON AVE","Neutral","21 - 25","GT70","Yes","Street"
"4924",9396,"maple","maple, Norway","Acer","Acer platanoides","HERMITAGE RD","1801 HERMITAGE RD","Neutral","11 - 15","31-50","No","Street"
"4925",8412,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","BALDWIN AVE","1217 BALDWIN AVE","Good","16 - 20","31-50","No","Street"
"4926",14655,"linden","linden, littleleaf","Tilia","Tilia cordata","FOUNTAIN ST","821 FOUNTAIN ST","Neutral","21 - 25","51-70","No","Street"
"4927",14904,"maple","maple, Norway","Acer","Acer platanoides","CHERRY ST","524 CHERRY ST","Neutral","11 - 15","31-50","No","Street"
"4928",25475,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","W EISENHOWER PKWY","1001 W EISENHOWER PKWY","Good","6 - 10","11-20","No","Street"
"4929",26216,"linden","linden, littleleaf","Tilia","Tilia cordata","BROOKFIELD DR","1501 BROOKFIELD DR","Good","11 - 15","31-50","No","Street"
"4930",14314,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","GOTT ST","814 GOTT ST","Neutral","26 - 30","GT70","Yes","Street"
"4931",54099,"linden","linden, littleleaf","Tilia","Tilia cordata","N DIVISION ST","407 E KINGSLEY ST","Neutral","11 - 15","31-50","No","Street"
"4932",20065,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","MUSEUM ON MAIN","MUSEUM ON MAIN","Good","6 - 10","21-30","No","Park"
"4933",348946,"sweetgum","sweetgum, American","Liquidambar","Liquidambar styraciflua","N MAIN ST","521 N MAIN ST","Very Good","0 - 5","0 - 10","No","Street"
"4934",19232,"maple","maple, silver","Acer","Acer saccharinum","WEST PARK","WEST PARK","Neutral","16 - 20","51-70","Yes","Park"
"4936",54348,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","CATHERINE ST","324 CATHERINE ST","Good","21 - 25","30 - 50","No","Street"
"4937",52525,"linden","linden, littleleaf","Tilia","Tilia cordata","RUMSEY DR","3188 RUMSEY DR","Good","0 - 5","11-20","No","Street"
"4938",41705,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","GREENE ST","3337 WHISPERWOOD DR","Neutral","6 - 10","11-20","No","Street"
"4939",24642,"maple","maple, Freeman","Acer","Acer x freemanii","EMILY CT","1407 EMILY CT","Good","0 - 5","11-20","No","Street"
"4940",150495,"honeylocust","honeylocust","Gleditsia","Gleditsia triacanthos inermis","W LIBERTY RD","226 W LIBERTY RD","Good","0 - 5","10 - 20","No","Street"
"4941",336303,"blackgum","blackgum","Nyssa","Nyssa sylvatica","S FOURTH AVE","210 S FOURTH AVE","Very Good","0 - 5","0 - 10","No","Street"
"4942",13822,"walnut","walnut, black","Juglans","Juglans nigra","JONES DR","1427 BROADWAY ST","Neutral","21 - 25","51-70","Yes","Street"
"4943",40872,"maple","maple, red","Acer","Acer rubrum","LEXINGTON DR","3006 LEXINGTON DR","Good","6 - 10","31-50","No","Street"
"4944",48689,"pine","pine, Austrian","Pinus","Pinus nigra","SUGARBUSH PARK","SUGARBUSH PARK","Good","11 - 15","51-70","No","Park"
"4945",52184,"linden","linden, littleleaf","Tilia","Tilia cordata","YELLOWSTONE DR","3478 RICHMOND CT","Neutral","11 - 15","31-50","No","Street"
"4946",13475,"oak","oak, northern red","Quercus","Quercus rubra","PLYMOUTH RD","1115 MAIDEN LN","Neutral","11 - 15","21-30","No","Street"
"4948",192201,"pine","pine, eastern white","Pinus","Pinus strobus","FULLER PARK","FULLER PARK","Good","6 - 10","10 - 20","No","Park"
"4949",93890,"lilac","lilac, Japanese tree","Syringa","Syringa reticulata","FULLER PARK","FULLER PARK","Very Good","0 - 5","0 - 10","No","Park"
"4950",216254,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","JONES DR","1327 JONES DR","Good","0 - 5","0 - 10","No","Street"
"4951",33298,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","JACKSON RD","3300 JACKSON RD","Good","6 - 10","11-20","No","Street"
"4952",4327,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","TOWNER BLVD","2471 TOWNER BLVD","Good","21 - 25","51-70","Yes","Street"
"4953",3737,"maple","maple, Norway","Acer","Acer platanoides","MEDFORD RD","2309 MEDFORD RD","Good","0 - 5","0 - 10","No","Street"
"4954",3494,"linden","linden, littleleaf","Tilia","Tilia cordata","NOTTINGHAM RD","2251 MANCHESTER RD","Neutral","6 - 10","21-30","No","Street"
"4955",3986,"pear","pear, callery","Pyrus","Pyrus calleryana","MEDFORD RD","2025 MEDFORD RD","Good","0 - 5","11-20","No","Street"
"4956",20314,"birch","birch, gray","Betula","Betula populifolia","RIVERSIDE PARK","RIVERSIDE PARK","Neutral","16 - 20","51-70","Yes","Park"
"4957",53856,"linden","linden, littleleaf","Tilia","Tilia cordata","DEPOT ST","310 DEPOT ST","Neutral","11 - 15","21-30","No","Street"
"4958",42787,"fringetree","fringetree, white","Chionanthus","Chionanthus virginicus","MOORE ST","1012 PONTIAC TRL","Very Good","0 - 5","0 - 10","No","Street"
"4959",348697,"coffeetree","Kentucky coffeetree","Gymnocladus","Gymnocladus dioicus","LONG SHORE DR","509 LONG SHORE DR","Very Good","0 - 5","0 - 10","No","Street"
"4960",33790,"arborvitae","arborvitae, eastern","Thuja","Thuja occidentalis","ARBOR OAKS PARK","ARBOR OAKS PARK","Good","0 - 5","0 - 10","No","Park"
"4961",338467,"katsura","katsuratree","Cercidiphyllum","Cercidiphyllum japonicum","TREGO CIR","620 TREGO CIR","Very Good","0 - 5","0 - 10","No","Street"
"4962",5658,"linden","linden, littleleaf","Tilia","Tilia cordata","KOCH AVE","400 KOCH AVE","Neutral","0 - 5","0 - 10","No","Street"
"4963",6248,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","S ASHLEY ST","606 S ASHLEY ST","Neutral","0 - 5","10 - 20","No","Street"
"4965",15147,"maple","maple, Norway","Acer","Acer platanoides","HISCOCK ST","302 HISCOCK ST","Neutral","16 - 20","51-70","Yes","Street"
"4966",44951,"pagodatree","Japanese pagodatree","Sophora","Sophora japonica","DANIEL ST","906 DANIEL ST","Neutral","16 - 20","31-50","No","Street"
"4967",41364,"maackia","Amur maackia","Maackia","Maackia amurensis","PRAIRIE ST","2551 PRAIRIE ST","Very Good","0 - 5","0 - 10","No","Street"
"4968",39200,"pine","pine, Austrian","Pinus","Pinus nigra","PACKARD RD","3800 PACKARD RD","Good","11 - 15","21-30","No","Street"
"4969",38951,"maple","maple, Norway","Acer","Acer platanoides","LILLIAN RD","2818 LILLIAN RD","Very Good","0 - 5","0 - 10","No","Street"
"4970",6491,"serviceberry","serviceberry, spp.","Amelanchier","Amelanchier spp.","HILL ST","200 HILL ST","Neutral","0 - 5","21-30","No","Street"
"4971",161315,"hackberry","hackberry, common","Celtis","Celtis occidentalis","BIRCHWOOD DR","2299 CANYON CT","Very Good","0 - 5","0 - 10","No","Street"
"4972",48938,"spruce","spruce, Norway","Picea","Picea abies","BAXTER PARK","BAXTER PARK","Good","16 - 20","51-70","Yes","Park"
"4973",53017,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","PLYMOUTH RD","3300 PLYMOUTH RD","Neutral","11 - 15","21-30","Yes","Street"
"4974",52774,"maple","maple, red","Acer","Acer rubrum","COMMONWEALTH BLVD","2001 COMMONWEALTH BLVD","Neutral","6 - 10","31-50","No","Street"
"4975",53266,"maple","maple, red","Acer","Acer rubrum","GREEN RD","2500 GREEN RD","Neutral","0 - 5","11-20","No","Street"
"4976",41115,"hophornbeam","hophornbeam, American","Ostrya","Ostrya virginiana","AURORA ST","2936 AURORA ST","Very Good","0 - 5","0 - 10","No","Street"
"4977",339208,"oak","oak, swamp white","Quercus","Quercus bicolor","PLACID WAY","2331 PLACID WAY","Very Good","0 - 5","0 - 10","No","Street"
"4978",12491,"maple","maple, Norway","Acer","Acer platanoides","PLACID WAY","2438 PLACID WAY","Neutral","11 - 15","31-50","No","Street"
"4979",11901,"maple","maple, red","Acer","Acer rubrum","HICKORY POINT DR","3168 FALCON CT","Very Bad","0 - 5","11-20","No","Street"
"4980",13232,"tuliptree","tuliptree","Liriodendron","Liriodendron tulipifera","HURON PKWY","2851 HURON PKWY","Very Good","0 - 5","0 - 10","No","Street"
"4981",12983,"linden","linden, littleleaf","Tilia","Tilia cordata","HURON PKWY","3333 TRAVERWOOD DR","Good","0 - 5","11-20","No","Street"
"4982",5409,"hemlock","hemlock, eastern","Tsuga","Tsuga candensis","OVERRIDGE DR","2760 OVERRIDGE DR","Neutral","0 - 5","0 - 10","No","Street"
"4983",22229,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","WILTSHIRE DR","2035 YEOMAN CT","Good","11 - 15","31-50","No","Street"
"4984",19475,"pine","pine, Scotch","Pinus","Pinus sylvestris","MUSHROOM PARK","MUSHROOM PARK","Neutral","11 - 15","31-50","No","Park"
"4986",2163,"maple","maple, sugar","Acer","Acer saccharum","AGINCOURT ST","2116 AGINCOURT ST","Neutral","16 - 20","51-70","Yes","Street"
"4987",491,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","BARDSTOWN TRL","1374 BARDSTOWN TRL","Good","11 - 15","31-50","No","Street"
"4988",51692,"walnut","walnut, black","Juglans","Juglans nigra","BEDFORD RD","2750 BEDFORD RD","Good","11 - 15","51-70","No","Borderline"
"4989",51102,"maple","maple, Norway","Acer","Acer platanoides","FAIRLANE DR","2800 FAIRLANE DR","Good","0 - 5","21-30","No","Street"
"4990",51443,"magnolia","magnolia, saucer","Magnolia","Magnolia x soulangiana","ABERDEEN DR","925 ABERDEEN DR","Neutral","6 - 10","11-20","No","Street"
"4991",5166,"maple","maple, Japanese","Acer","Acer palmatum","NEWCASTLE RD","3094 NEWCASTLE RD","Good","6 - 10","21-30","No","Street"
"4992",97477,"fir","fir","Abies","Abies fraseri","ARLINGTON BLVD","2781 KENILWORTH DR","Very Good","0 - 5","0 - 10","No","Street"
"4994",123202,"pine","pine, eastern white","Pinus","Pinus strobus","OLSON PARK","OLSON PARK","Very Good","0 - 5","0 - 10","No","Park"
"4995",248,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","WINDEMERE DR","1200 BARDSTOWN TRL","Good","0 - 5","11-20","No","Street"
"4996",740,"coffeetree","Kentucky coffeetree","Gymnocladus","Gymnocladus dioicus","SEVERN CT","1215 SEVERN CT","Very Good","0 - 5","0 - 10","No","Street"
"4997",10819,"serviceberry","serviceberry, spp.","Amelanchier","Amelanchier spp.","TREMONT DR","3725 TREMONT LN","Good","0 - 5","0 - 10","No","Street"
"4998",36295,"hornbeam","hornbeam, American","Carpinus","Carpinus caroliniana","S INDUSTRIAL HWY","1980 S INDUSTRIAL HWY","Very Good","0 - 5","0 - 10","No","Street"
"4999",28721,"oak","oak, white","Quercus","Quercus alba","WALDENWOOD DR","3985 WALDENWOOD DR","Neutral","16 - 20","GT70","Yes","Street"
"5000",47856,"arborvitae","arborvitae, eastern","Thuja","Thuja occidentalis","DEXTER AVE","3213 DEXTER AVE","Good","0 - 5","0 - 10","No","Street"
"5001",411210,"parrotia","Persian parrotia","Parrotia","Parrotia persica","ARCHWOOD DR","2730 HOLLYWOOD DR","Very Good","0 - 5","0 - 10","No","Street"
"5002",178974,"katsura","katsuratree","Cercidiphyllum","Cercidiphyllum japonicum","OLSON PARK","OLSON PARK","Very Good","0 - 5","0 - 10","No","Park"
"5004",37626,"tuliptree","tuliptree","Liriodendron","Liriodendron tulipifera","BROCKMAN BLVD","3107 BROCKMAN BLVD","Good","21 - 25","GT70","Yes","Street"
"5005",37869,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","FERDON RD","1616 ANDERSON AVE","Good","16 - 20","51-70","No","Street"
"5006",7573,"maple","maple, sugar","Acer","Acer saccharum","SHADFORD RD","1600 SHADFORD RD","Neutral","31 - 35","GT70","Yes","Street"
"5007",20557,"elm","elm, American","Ulmus","Ulmus americana","IROQUOIS PARK","IROQUOIS PARK","Neutral","11 - 15","51-70","No","Park"
"5009",11068,"pear","pear, callery","Pyrus","Pyrus calleryana","WATERSHED DR","835 WATERSHED DR","Good","6 - 10","21-30","No","Street"
"5010",49528,"serviceberry","serviceberry, spp.","Amelanchier","Amelanchier spp.","FURSTENBURG NATURE AREA","FURSTENBURG NATURE AREA","Neutral","0 - 5","11-20","No","Park"
"5011",2412,"spruce","spruce, Norway","Picea","Picea abies","HARPST ST","1279 HARPST ST","Good","16 - 20","51-70","No","Borderline"
"5013",5901,"maple","maple, red","Acer","Acer rubrum","FOURTH ST","542 FOURTH ST","Good","11 - 15","30 - 50","No","Street"
"5014",55181,"maple","maple, Norway","Acer","Acer platanoides","W MADISON ST","558 SIXTH ST","Neutral","16 - 20","30 - 50","No","Street"
"5015",55771,"maple","maple, Norway","Acer","Acer platanoides","MADISON PL","1017 W MADISON ST","Neutral","11 - 15","31-50","No","Street"
"5016",10576,"locust","locust, black","Robinia","Robinia pseudoacacia","HUNTINGTON DR","480 HUNTINGTON DR","Neutral","0 - 5","31-50","No","Street"
"5017",45443,"coffeetree","Kentucky coffeetree","Gymnocladus","Gymnocladus dioicus","GARDEN HOMES DR","2255 GARDEN HOMES DR","Good","6 - 10","31-50","No","Street"
"5018",29803,"pine","pine, eastern white","Pinus","Pinus strobus","GLAZIER WAY","2501 GLAZIER WAY","Good","11 - 15","21-30","No","Street"
"5019",4576,"planetree/sycamore","planetree, London","Platanus","Platanus x acerifolia","MAPLEWOOD AVE","2671 MAPLEWOOD AVE","Good","11 - 15","31-50","No","Street"
"5020",38708,"maple","maple, silver","Acer","Acer saccharinum","NORWOOD ST","2771 ELMWOOD AVE","Neutral","21 - 25","51-70","Yes","Street"
"5021",4084,"oak","oak, bur","Quercus","Quercus macrocarpa","CARMEL ST","2745 CARMEL ST","Neutral","6 - 10","21-30","No","Street"
"5022",46774,"maple","maple, red","Acer","Acer rubrum","DUANE CT","2639 PAMELA AVE","Good","6 - 10","31-50","No","Street"
"5023",45200,"oak","oak, northern red","Quercus","Quercus rubra","HATCHER CRES","1731 HATCHER CRES","Good","6 - 10","31-50","No","Street"
"5024",4819,"maple","maple, Japanese","Acer","Acer palmatum","PARKWOOD AVE","2315 PARKWOOD AVE","Very Good","0 - 5","11-20","No","Street"
"5025",5068,"maple","maple, Norway","Acer","Acer platanoides","WASHTENAW AVE","3501 WASHTENAW AVE","Neutral","11 - 15","21-30","No","Street"
"5026",136429,"oak","oak, English","Quercus","Quercus robur","SYLVAN PARK","SYLVAN PARK","Very Good","0 - 5","0 - 10","No","Park"
"5027",26557,"maple","maple, silver","Acer","Acer saccharinum","RESEARCH PARK DR","3985 RESEARCH PARK DR","Neutral","0 - 5","21-30","No","Street"
"5028",50361,"pine","pine, eastern white","Pinus","Pinus strobus","SOUTHEAST AREA PARK","SOUTHEAST AREA PARK","Neutral","6 - 10","31-50","No","Park"
"5029",102297,"maple","maple, Pacific Sunset","Acer","Acer truncatum x A platanoides","SOUTHEAST AREA PARK","SOUTHEAST AREA PARK","Very Good","0 - 5","0 - 10","No","Park"
"5030",9296,"chestnut","chestnut, Chinese","Castanea","Castanea mollissima","MORTON AVE","1525 HARDING RD","Bad","11 - 15","21-30","No","Street"
"5032",51543,"spruce","spruce, Norway","Picea","Picea abies","ARLINGTON BLVD","2601 DEVONSHIRE RD","Neutral","11 - 15","31-50","No","Street"
"5033",22870,"maple","maple, sugar","Acer","Acer saccharum","KING GEORGE BLVD","2870 N BAYLIS DR","Neutral","11 - 15","31-50","No","Street"
"5034",36887,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","KING GEORGE BLVD","1397 KING GEORGE BLVD","Good","16 - 20","51-70","No","Street"
"5035",36444,"maple","maple, red","Acer","Acer rubrum","PINE VALLEY BLVD","1336 PINE VALLEY BLVD","Neutral","11 - 15","31-50","No","Street"
"5036",36346,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","S INDUSTRIAL HWY","2681 S INDUSTRIAL HWY","Good","6 - 10","31-50","No","Street"
"5037",36985,"katsura","katsuratree","Cercidiphyllum","Cercidiphyllum japonicum","BOARDWALK DR","2925 BOARDWALK DR","Very Good","0 - 5","0 - 10","No","Street"
"5038",21198,"honeylocust","honeylocust, thornless","Gleditsia","Gleditsia triacanthos inermis","BUHR PARK","BUHR PARK","Good","11 - 15","31-50","No","Park"
"5039",21247,"spruce","spruce, Norway","Picea","Picea abies","BUHR PARK","BUHR PARK","Good","11 - 15","51-70","No","Park"
"5040",3345,"spruce","spruce, Norway","Picea","Picea abies","COLUMBIA AVE","2065 COLUMBIA AVE","Good","11 - 15","51-70","No","Street"
"5041",2804,"cherry","cherry, Higan","Prunus","Prunus subhirtella autumnalis","PACKARD ST","2581 PACKARD ST","Very Good","0 - 5","0 - 10","No","Street"
"5042",22821,"hawthorn","hawthorn, Washington","Crataegus","Crataegus phaenopyrum","N BAYLIS DR","2861 N BAYLIS DR","Neutral","11 - 15","21-30","No","Street"
"5043",10427,"tree-of-heaven","tree-of-heaven","Ailanthus","Ailanthus altissima","RIVERVIEW DR","321 RIVERVIEW DR","Neutral","16 - 20","51-70","No","Street"
"5044",33690,"hornbeam","hornbeam, American","Carpinus","Carpinus caroliniana","CLINTON PARK","CLINTON PARK","Neutral","6 - 10","11-20","Yes","Park"
"5045",33641,"spruce","spruce, white","Picea","Picea glauca","CLINTON PARK","CLINTON PARK","Very Bad","6 - 10","31-50","No","Park"
"5046",171743,"serviceberry","serviceberry, spp.","Amelanchier","Amelanchier spp.","PEBBLE CREEK RD","2900 PEBBLE CREEK RD","Very Good","0 - 5","0 - 10","No","Street"
"5047",210203,"maple","maple, sugar","Acer","Acer saccharum","E EISENHOWER PKWY","2908 E EISENHOWER PKWY","Very Good","0 - 5","0 - 10","No","Street"
"5048",23362,"cherry/plum","cherry/plum, spp.","Prunus","Prunus spp.","HIKONE RD","2780 PACKARD RD","Neutral","0 - 5","11-20","No","Borderline"
"5049",18542,"cherry/plum","cherry/plum, spp.","Prunus","Prunus spp.","VETERANS MEMORIAL PARK","VETERANS MEMORIAL PARK","Neutral","0 - 5","11-20","No","Park"
"5051",18493,"hawthorn","hawthorn, spp.","Crataegus","Crataegus spp.","VETERANS MEMORIAL PARK","VETERANS MEMORIAL PARK","Neutral","0 - 5","21-30","No","Park"
"5053",339059,"gingko","ginkgo","Gingko","Ginkgo biloba","SHELBY AVE","2311 SHELBY AVE","Very Good","0 - 5","0 - 10","No","Street"
"5055",339108,"gingko","ginkgo","Gingko","Ginkgo biloba","CHARLTON AVE","2101 CHARLTON AVE","Very Good","0 - 5","0 - 10","No","Street"
"5056",339600,"oak","oak, swamp white","Quercus","Quercus bicolor","FAIRVIEW DR","123 FAIRVIEW DR","Very Good","0 - 5","0 - 10","No","Street"
"5057",6050,"maple","maple, Norway","Acer","Acer platanoides","FOURTH ST","600 W JEFFERSON ST","Good","11 - 15","30 - 50","No","Street"
"5058",30985,"maple","maple, Norway","Acer","Acer platanoides","W WASHINGTON ST","716 W WASHINGTON ST","Neutral","6 - 10","21-30","No","Street"
"5060",14706,"maple","maple, Norway","Acer","Acer platanoides","FOUNTAIN ST","514 FOUNTAIN ST","Neutral","6 - 10","11-20","No","Street"
"5061",34280,"walnut","butternut","Juglans","Juglans cinerea","LESLIE SCIENCE CENTER","LESLIE SCIENCE CENTER","Neutral","6 - 10","21-30","Yes","Park"
"5064",31477,"maple","maple, Norway","Acer","Acer platanoides","VIRGINIA AVE","1611 ABBOTT AVE","Neutral","16 - 20","31-50","Yes","Street"
"5065",55379,"elm","elm, American","Ulmus","Ulmus americana","WOODBRIDGE BLVD","1017 WOODBRIDGE BLVD","Neutral","6 - 10","21-30","No","Street"
"5067",32559,"pine","pine, Austrian","Pinus","Pinus nigra","RUSSELL ST","800 S MAPLE RD","Neutral","11 - 15","21-30","No","Street"
"5068",99,"apple/crabapple","crabapple, flowering","Malus","Malus spp.","WOLVERHAMPTON LN","3301 E DOBSON PL","Good","6 - 10","11-20","No","Street"
"5069",48887,"pine","pine, jack","Pinus","Pinus banksiana","BAXTER PARK","BAXTER PARK","Good","11 - 15","31-50","No","Park"
"5070",20165,"oak","oak, northern red","Quercus","Quercus rubra","KUEBLER LANGFORD NATURE AREA","KUEBLER LANGFORD","Neutral","0 - 5","11-20","No","Park"
